,purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
3152,DODGE,RAM 1500,2013,20001.0,1,1,60001 - 80000,F,Fifties,UNITED STATES,"Environmental Scientists and Specialists, Including Health",3
3158,DODGE,RAM 1500,2007,15001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,"Patternmakers, Metal and Plastic",3
3162,NISSAN,TITAN,2011,15001.0,1,1,80001 - 100000,F,Forties,JAPAN,Computer and Mathematical Occupations,3
3177,FORD,F350,2005,25001.0,1,1,80001 - 100000,F,Thirties,UNITED STATES,First-Line Supervisors of Law Enforcement Workers,3
3192,TOYOTA,TACOMA,2013,25001.0,1,1,140001 - 160000,F,Forties,JAPAN,"Dentists, General",3
3197,FORD,F150,2013,20001.0,1,1,20001 - 40000,F,Thirties,UNITED STATES,New Accounts Clerks,3
3205,FORD,F150,2011,20001.0,1,0,40001 - 60000,F,Fifties,UNITED STATES,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",3
3208,GMC,SIERRA 1500,2010,15001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,"Credit Authorizers, Checkers, and Clerks",3
3224,DODGE,RAM 1500,2004,10001.0,0,1,200001+,F,Thirties,UNITED STATES,General Internal Medicine Physicians,3
3227,FORD,F150,2006,15001.0,0,1,20001 - 40000,F,UnderTwenty,UNITED STATES,Construction Laborers,3
3234,FORD,F150,2004,10001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,"Compensation, Benefits, and Job Analysis Specialists",3
3237,TOYOTA,TACOMA,2009,15001.0,0,1,40001 - 60000,F,Thirties,JAPAN,Crane and Tower Operators,3
3249,CHEVROLET,SILVERADO HYBRID,2009,20001.0,0,1,100001 - 120000,U,Thirties,UNITED STATES,Optometrists,3
3259,TOYOTA,TACOMA,2011,25001.0,0,1,40001 - 60000,F,Fifties,JAPAN,"Title Examiners, Abstractors, and Searchers",3
3289,DODGE,DAKOTA,2010,15001.0,0,1,40001 - 60000,U,Fifties,UNITED STATES,"Carpet, Floor, and Tile Installers and Finishers",3
3295,CHEVROLET,SILVERADO 1500,2011,20001.0,1,1,160001 - 180000,F,Fifties,UNITED STATES,"Pediatricians, General",3
3296,CHEVROLET,SILVERADO 1500,2012,25001.0,1,1,200001+,F,Forties,UNITED STATES,General Internal Medicine Physicians,3
3311,NISSAN,FRONTIER,2012,20001.0,0,0,?,F,Forties,JAPAN,"Model Makers, Wood",3
3316,DODGE,RAM 1500,2010,15001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,"Securities, Commodities, and Financial Services Sales Agents",3
3317,NISSAN,FRONTIER,2008,15001.0,1,1,20001 - 40000,F,Forties,JAPAN,Laborers and Material Movers,3
3329,NISSAN,FRONTIER,2006,10001.0,0,0,?,F,Fifties,JAPAN,Customer Service Representatives,3
3333,CHEVROLET,SILVERADO 1500,2013,30001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,Historians,3
3337,FORD,RANGER,2010,15001.0,0,0,?,F,Seventies,UNITED STATES,Database Administrators and Architects,3
3345,CHEVROLET,SILVERADO 2500,2010,30001.0,0,1,40001 - 60000,F,Thirties,UNITED STATES,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",3
3352,FORD,F150,2003,10001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,Property Appraisers and Assessors,3
3360,NISSAN,TITAN,2011,25001.0,0,1,20001 - 40000,F,Forties,JAPAN,Gambling Services Workers,3
3371,GMC,SIERRA 1500,2008,15001.0,0,1,40001 - 60000,F,Thirties,UNITED STATES,Supervisors of Building and Grounds Cleaning and Maintenance Workers,3
3377,TOYOTA,TACOMA,2007,15001.0,1,1,20001 - 40000,F,Forties,JAPAN,Agricultural Workers,3
3390,DODGE,RAM 1500,2011,25001.0,0,0,?,F,Forties,UNITED STATES,Accountants and Auditors,3
3404,FORD,RANGER,2009,15001.0,1,1,40001 - 60000,F,Fifties,UNITED STATES,Librarians and Media Collections Specialists,3
3406,TOYOTA,TACOMA,2008,15001.0,0,0,?,F,Forties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
3409,CHEVROLET,COLORADO,2008,15001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,"Material Moving Workers, All Other",3
3411,NISSAN,FRONTIER,2012,15001.0,0,1,20001 - 40000,F,Twenties,JAPAN,File Clerks,3
3417,CHEVROLET,SILVERADO 1500,2004,15001.0,0,1,0 - 20000,F,Sixties,UNITED STATES,Food and Beverage Serving Workers,3
3419,GMC,SIERRA 1500,2013,15001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,Motor Vehicle Operators,3
3447,NISSAN,TITAN,2008,15001.0,0,1,40001 - 60000,F,Sixties,JAPAN,Telecommunications Line Installers and Repairers,3
3454,DODGE,RAM 1500,2012,35001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,Elevator and Escalator Installers and Repairers,3
3455,FORD,F250,2004,10001.0,0,0,60001 - 80000,F,Fifties,UNITED STATES,Credit Counselors and Loan Officers,3
3458,CHEVROLET,SILVERADO 1500,2010,15001.0,0,1,40001 - 60000,F,Thirties,UNITED STATES,Exercise Physiologists,3
3466,CHEVROLET,SILVERADO 1500,2010,20001.0,1,1,20001 - 40000,F,Thirties,UNITED STATES,Broadcast Announcers and Radio Disc Jockeys,3
3470,CHEVROLET,COLORADO,2012,20001.0,0,1,40001 - 60000,F,Unknown,UNITED STATES,Clinical Laboratory Technologists and Technicians,3
3489,DODGE,RAM 1500,2004,10001.0,0,0,0 - 20000,F,Twenties,UNITED STATES,Miscellaneous Motor Vehicle Operators,3
3491,FORD,RANGER,2010,20001.0,1,1,40001 - 60000,F,Fifties,UNITED STATES,Desktop Publishers,3
3499,FORD,F150,2012,25001.0,1,1,40001 - 60000,F,Twenties,UNITED STATES,Sound Engineering Technicians,3
3514,FORD,RANGER,2010,10001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",3
3517,FORD,RANGER,2008,10001.0,1,0,0 - 20000,F,Fifties,UNITED STATES,"Substitute Teachers, Short-Term",3
3519,CHEVROLET,AVALANCHE 1500,2007,20001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,Dancers and Choreographers,3
3528,CHEVROLET,SILVERADO 1500,2011,20001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,"Architects, Surveyors, and Cartographers",3
3529,CHEVROLET,SILVERADO 1500,2013,20001.0,0,0,?,F,Fifties,UNITED STATES,Forensic Science Technicians,3
3530,CHEVROLET,COLORADO,2011,15001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,"Archivists, Curators, and Museum Technicians",3
3538,FORD,RANGER,2011,15001.0,0,0,?,F,Fifties,UNITED STATES,Cooks and Food Preparation Workers,3
3545,FORD,F150,2012,15001.0,0,1,100001 - 120000,F,Fifties,UNITED STATES,Economists,3
3556,TOYOTA,TACOMA,2009,20001.0,0,0,?,F,Fifties,JAPAN,Medical and Health Services Managers,3
3559,FORD,F150,2008,10001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,Property Appraisers and Assessors,3
3564,FORD,F150,2009,30001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,Respiratory Therapists,3
3565,TOYOTA,TUNDRA,2007,20001.0,0,1,60001 - 80000,F,Forties,JAPAN,Commercial and Industrial Designers,3
3576,TOYOTA,TUNDRA,2008,20001.0,1,1,20001 - 40000,F,Twenties,JAPAN,Other Office and Administrative Support Workers,3
3585,FORD,RANGER,2007,15001.0,1,1,40001 - 60000,F,Forties,UNITED STATES,Engine and Other Machine Assemblers,3
3588,DODGE,RAM 1500,2008,20001.0,1,1,60001 - 80000,F,Fifties,UNITED STATES,Electrical and Electronic Engineering Technologists and Technicians,3
3595,FORD,F250,2010,30001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,Miscellaneous Plant and System Operators,3
3596,DODGE,DAKOTA,2007,10001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Parts Salespersons,3
3600,DODGE,RAM 2500,2009,35001.0,0,0,140001 - 160000,F,Thirties,UNITED STATES,"Dentists, All Other Specialists",3
3607,DODGE,RAM 1500,2007,10001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,Desktop Publishers,3
3613,GMC,SIERRA 1500,2006,25001.0,1,1,200001+,F,Sixties,UNITED STATES,Family Medicine Physicians,3
3621,NISSAN,TITAN,2008,20001.0,1,1,80001 - 100000,F,Twenties,JAPAN,Industrial-Organizational Psychologists,3
3624,CHEVROLET,SILVERADO 1500,2011,25001.0,0,1,80001 - 100000,F,Forties,UNITED STATES,"Geoscientists, Except Hydrologists and Geographers",3
3637,CHEVROLET,AVALANCHE 1500,2005,15001.0,0,0,20001 - 40000,F,Forties,UNITED STATES,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",3
3640,TOYOTA,TACOMA,2011,20001.0,0,0,?,F,Twenties,JAPAN,"Career/Technical Education Teachers, Secondary School",3
3647,FORD,F250,2005,15001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",3
3657,FORD,F150,2004,15001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,Conservation Scientists and Foresters,3
3659,TOYOTA,TUNDRA,2008,25001.0,0,0,?,F,Forties,JAPAN,Food Service Managers,3
3662,FORD,F150,2009,20001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,"Mining and Geological Engineers, Including Mining Safety Engineers",3
3665,DODGE,RAM 1500,2006,15001.0,1,1,0 - 20000,F,Thirties,UNITED STATES,Barbers,3
3675,FORD,F250,2006,20001.0,0,1,200001+,F,Forties,UNITED STATES,Family Medicine Physicians,3
3703,FORD,F150,2011,25001.0,0,1,100001 - 120000,F,Sixties,UNITED STATES,Computer Hardware Engineers,3
3718,DODGE,RAM 1500,2009,20001.0,0,1,80001 - 100000,F,Twenties,UNITED STATES,Physical Therapists,3
3742,TOYOTA,TUNDRA,2010,25001.0,0,0,60001 - 80000,F,Thirties,JAPAN,Web Developers and Digital Interface Designers,3
3749,CHEVROLET,SILVERADO 1500,2011,15001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,Landscape Architects,3
3751,NISSAN,FRONTIER,2012,25001.0,1,1,40001 - 60000,F,Forties,JAPAN,Agricultural and Food Science Technicians,3
3758,CHEVROLET,SILVERADO 1500,2003,10001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,"First-Line Supervisors of Mechanics, Installers, and Repairers",3
3786,TOYOTA,TACOMA,2010,15001.0,1,0,?,F,Fifties,JAPAN,Personal Care and Service Occupations,3
3797,GMC,SIERRA 1500,2008,20001.0,1,0,160001 - 180000,U,Thirties,UNITED STATES,"Pediatricians, General",3
3803,DODGE,RAM 1500,2010,20001.0,1,1,80001 - 100000,F,Thirties,UNITED STATES,Atmospheric and Space Scientists,3
3808,FORD,F150,2010,20001.0,0,1,40001 - 60000,F,Fifties,UNITED STATES,Miscellaneous Media and Communication Workers,3
3813,DODGE,RAM 1500,2008,10001.0,1,1,0 - 20000,F,Sixties,UNITED STATES,Laundry and Dry-Cleaning Workers,3
3822,GMC,SIERRA 1500,2006,15001.0,0,1,0 - 20000,F,Fifties,UNITED STATES,Counter and Rental Clerks,3
3826,TOYOTA,TACOMA,2009,15001.0,0,0,100001 - 120000,F,Thirties,JAPAN,"Judges, Magistrates, and Other Judicial Workers",3
3828,NISSAN,FRONTIER,2007,15001.0,0,0,?,F,Forties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
3846,DODGE,RAM 1500,2002,10001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,"Cooks, Private Household",3
3855,CHEVROLET,COLORADO,2009,15001.0,0,1,0 - 20000,F,Sixties,UNITED STATES,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",3
3858,GMC,CANYON,2008,10001.0,0,1,180001 - 200000,F,Thirties,UNITED STATES,Chief Executives,3
3861,TOYOTA,TUNDRA,2006,15001.0,0,1,0 - 20000,F,Sixties,JAPAN,"Crematory Operators and Personal Care and Service Workers, All Other",3
3864,CHEVROLET,SILVERADO 2500,2006,30001.0,1,1,200001+,F,Forties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
3868,GMC,SIERRA 1500,2011,35001.0,1,0,60001 - 80000,F,Twenties,UNITED STATES,Subway and Streetcar Operators,3
3869,FORD,F350,2009,30001.0,0,1,100001 - 120000,F,Forties,UNITED STATES,Economists,3
3871,DODGE,RAM 1500,2008,15001.0,0,1,60001 - 80000,F,Twenties,UNITED STATES,Conservation Scientists,3
3879,FORD,F150,2006,20001.0,1,1,200001+,F,Sixties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
3894,CHEVROLET,SILVERADO 1500,2010,25001.0,1,1,0 - 20000,F,Fifties,UNITED STATES,"Crematory Operators and Personal Care and Service Workers, All Other",3
3911,FORD,RANGER,2011,15001.0,1,0,?,F,Forties,UNITED STATES,Social and Community Service Managers,3
3927,DODGE,RAM 1500,2012,20001.0,0,1,60001 - 80000,F,Fifties,UNITED STATES,Miscellaneous Postsecondary Teachers,3
3929,DODGE,RAM 1500,2012,20001.0,0,1,40001 - 60000,F,Thirties,UNITED STATES,Museum Technicians and Conservators,3
3930,FORD,RANGER,2010,15001.0,1,1,40001 - 60000,F,Twenties,UNITED STATES,Cargo and Freight Agents,3
3935,TOYOTA,TACOMA,2009,15001.0,1,1,60001 - 80000,F,Forties,JAPAN,Radiologic Technologists and Technicians,3
3943,GMC,SIERRA 1500,2009,20001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,"Life, Physical, and Social Science Technicians",3
3949,NISSAN,FRONTIER,2003,5001.0,0,1,0 - 20000,F,Thirties,JAPAN,Couriers and Messengers,3
3970,CHEVROLET,SILVERADO 1500,2004,10001.0,1,1,20001 - 40000,F,Thirties,UNITED STATES,"Hotel, Motel, and Resort Desk Clerks",3
3974,CHEVROLET,AVALANCHE 1500,2008,20001.0,0,1,0 - 20000,F,Forties,UNITED STATES,Counter and Rental Clerks and Parts Salespersons,3
3978,CHEVROLET,SILVERADO 1500,2006,15001.0,0,0,?,F,Seventies,UNITED STATES,Miscellaneous Religious Workers,3
3989,DODGE,DAKOTA,2011,15001.0,0,1,0 - 20000,F,Sixties,UNITED STATES,"Graders and Sorters, Agricultural Products",3
3990,CHEVROLET,SILVERADO 1500,2011,15001.0,1,1,20001 - 40000,F,Thirties,UNITED STATES,"Nursing Assistants, Orderlies, and Psychiatric Aides",3
3995,DODGE,RAM 1500,2011,20001.0,0,1,40001 - 60000,F,Thirties,UNITED STATES,Civil Engineering Technologists and Technicians,3
4000,DODGE,DAKOTA,2006,10001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Recreation Workers,3
4011,TOYOTA,TUNDRA,2008,15001.0,0,1,20001 - 40000,F,Twenties,JAPAN,Animal Caretakers,3
4019,DODGE,RAM 2500,2012,30001.0,1,1,100001 - 120000,F,Forties,UNITED STATES,General and Operations Managers,3
4025,DODGE,RAM 3500,2012,45001.0,0,1,0 - 20000,F,Seventies,UNITED STATES,Couriers and Messengers,3
4026,HONDA,RIDGELINE,2010,25001.0,1,1,20001 - 40000,F,Forties,JAPAN,"Mail Clerks and Mail Machine Operators, Except Postal Service",3
4029,CHEVROLET,COLORADO,2011,10001.0,0,1,40001 - 60000,F,Fifties,UNITED STATES,"Kindergarten Teachers, Except Special Education",3
4032,FORD,F150,2010,20001.0,0,1,100001 - 120000,F,Thirties,UNITED STATES,Medical and Health Services Managers,3
4053,DODGE,RAM 1500,2013,20001.0,1,1,200001+,F,HundredPlus,UNITED STATES,Family Medicine Physicians,3
4071,NISSAN,FRONTIER,2011,15001.0,0,0,?,F,Forties,JAPAN,Brokerage Clerks,3
4072,DODGE,RAM 2500,2004,20001.0,0,0,?,F,Forties,UNITED STATES,Highway Maintenance Workers,3
4073,FORD,F150,2007,10001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",3
4074,FORD,F150,2010,25001.0,0,1,60001 - 80000,F,Twenties,UNITED STATES,"Claims Adjusters, Examiners, and Investigators",3
4081,FORD,F150,2006,15001.0,1,1,40001 - 60000,F,Sixties,UNITED STATES,Farm Equipment Mechanics and Service Technicians,3
4084,CHEVROLET,SILVERADO CLASSIC,2007,10001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Slaughterers and Meat Packers,3
4094,FORD,F150,2009,15001.0,1,1,140001 - 160000,F,Forties,UNITED STATES,Dentists,3
4110,FORD,F150,2013,25001.0,1,1,140001 - 160000,F,Thirties,UNITED STATES,Architectural and Engineering Managers,3
4115,FORD,F150,2011,20001.0,0,1,20001 - 40000,F,Sixties,UNITED STATES,"Inspectors, Testers, Sorters, Samplers, and Weighers",3
4118,DODGE,RAM 1500,2006,15001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,"Food Processing Workers, All Other",3
4119,FORD,RANGER,2009,10001.0,1,1,40001 - 60000,F,Fifties,UNITED STATES,Librarians and Media Collections Specialists,3
4122,TOYOTA,TACOMA,2003,10001.0,0,1,20001 - 40000,F,Fifties,JAPAN,Library Technicians,3
4124,DODGE,DAKOTA,2008,15001.0,1,0,?,F,Sixties,UNITED STATES,Building Cleaning and Pest Control Workers,3
4128,NISSAN,TITAN,2008,20001.0,0,0,20001 - 40000,F,Thirties,JAPAN,"Sales and Related Workers, All Other",3
4154,DODGE,RAM 1500,2004,15001.0,1,1,?,F,Twenties,UNITED STATES,"Control and Valve Installers and Repairers, Except Mechanical Door",3
4166,TOYOTA,TUNDRA,2010,35001.0,0,1,200001+,F,Forties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
4168,DODGE,RAM 1500,2013,20001.0,0,1,60001 - 80000,F,Fifties,UNITED STATES,First-Line Supervisors of Construction Trades and Extraction Workers,3
4169,DODGE,RAM 1500,2008,15001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,"Legal Support Workers, All Other",3
4170,NISSAN,FRONTIER,2006,15001.0,1,0,0 - 20000,F,Forties,JAPAN,"Athletes, Coaches, Umpires, and Related Workers",3
4191,FORD,F150,2007,10001.0,1,0,?,F,Sixties,UNITED STATES,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",3
4209,FORD,F150,2012,20001.0,0,0,?,F,Fifties,UNITED STATES,"Cooks, Short Order",3
4216,NISSAN,TITAN,2011,25001.0,1,1,40001 - 60000,F,Fifties,JAPAN,Chemical Equipment Operators and Tenders,3
4229,DODGE,RAM 2500,2006,25001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,Technical Writers,3
4233,FORD,F350,2008,30001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,"Securities, Commodities, and Financial Services Sales Agents",3
4258,FORD,F150,2010,20001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,First-Line Supervisors of Firefighting and Prevention Workers,3
4260,FORD,RANGER,2008,10001.0,0,1,40001 - 60000,F,Twenties,UNITED STATES,Bus and Truck Mechanics and Diesel Engine Specialists,3
4264,GMC,CANYON,2010,20001.0,0,0,100001 - 120000,F,Forties,UNITED STATES,Miscellaneous Physical Scientists,3
4265,DODGE,RAM 1500,2013,25001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Etchers and Engravers,3
4266,CHEVROLET,SILVERADO 2500,2004,15001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,Farm and Home Management Educators,3
4267,NISSAN,FRONTIER,2008,15001.0,1,1,20001 - 40000,F,Forties,JAPAN,Adhesive Bonding Machine Operators and Tenders,3
4270,FORD,F350,2006,20001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3
4273,DODGE,RAM 1500,2008,15001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,Community Health Workers,3
4276,CHEVROLET,SILVERADO 1500,2013,20001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,Market Research Analysts and Marketing Specialists,3
4277,CHEVROLET,SILVERADO 1500,2013,20001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,Artists and Related Workers,3
4290,TOYOTA,TUNDRA,2004,15001.0,0,0,?,F,Eighties,JAPAN,Miscellaneous Food Processing Workers,3
4307,FORD,F150,2011,30001.0,0,1,0 - 20000,F,Forties,UNITED STATES,"Substitute Teachers, Short-Term",3
4310,DODGE,DAKOTA,2010,20001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,"Mobile Heavy Equipment Mechanics, Except Engines",3
4315,CHEVROLET,SILVERADO 2500,2003,15001.0,0,1,40001 - 60000,F,Fifties,UNITED STATES,Clinical Laboratory Technologists and Technicians,3
4321,CHEVROLET,AVALANCHE 1500,2007,15001.0,1,1,40001 - 60000,F,Fifties,UNITED STATES,Precision Instrument and Equipment Repairers,3
4324,DODGE,RAM 1500,2011,15001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,Sales and Related Occupations,3
4332,HONDA,RIDGELINE,2006,10001.0,1,1,0 - 20000,F,Sixties,JAPAN,Cooks,3
4342,TOYOTA,TACOMA,2005,15001.0,0,0,20001 - 40000,F,Forties,JAPAN,Building Cleaning Workers,3
4343,NISSAN,FRONTIER,2011,20001.0,0,0,0 - 20000,F,Forties,JAPAN,Teaching Assistants,3
4357,CHEVROLET,SILVERADO 1500,2005,10001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,Chemical Technicians,3
4359,FORD,F150,2011,20001.0,0,1,40001 - 60000,F,Twenties,UNITED STATES,Roofers,3
4368,CHEVROLET,SILVERADO 1500,2008,15001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,Dining Room and Cafeteria Attendants and Bartender Helpers,3
4370,FORD,F150,2007,15001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,"Agents and Business Managers of Artists, Performers, and Athletes",3
4384,GMC,SIERRA 2500,2005,25001.0,1,1,100001 - 120000,F,Fifties,UNITED STATES,Human Resources Managers,3
4391,FORD,F150,2008,15001.0,0,1,0 - 20000,F,Fifties,UNITED STATES,"Cooks, Short Order",3
4392,HONDA,RIDGELINE,2013,25001.0,0,1,20001 - 40000,F,Twenties,JAPAN,Parking Attendants,3
4409,DODGE,RAM 1500,2010,15001.0,0,1,40001 - 60000,F,Fifties,UNITED STATES,"Elementary School Teachers, Except Special Education",3
4414,TOYOTA,TUNDRA,2007,20001.0,0,1,40001 - 60000,F,Twenties,JAPAN,"Bailiffs, Correctional Officers, and Jailers",3
4423,NISSAN,FRONTIER,2007,10001.0,0,0,20001 - 40000,F,Forties,JAPAN,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",3
4430,GMC,SIERRA 1500,2011,30001.0,1,1,80001 - 100000,F,Thirties,UNITED STATES,Financial Examiners,3
4433,CHEVROLET,AVALANCHE 1500,2008,25001.0,1,1,40001 - 60000,F,Twenties,UNITED STATES,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",3
4450,CHEVROLET,SILVERADO 1500,2009,20001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3
4461,CHEVROLET,SILVERADO 1500,2003,15001.0,0,1,100001 - 120000,F,Thirties,UNITED STATES,Electrical and Electronics Engineers,3
4467,DODGE,RAM 1500,2012,25001.0,0,1,80001 - 100000,F,Sixties,UNITED STATES,Genetic Counselors,3
4485,TOYOTA,TUNDRA,2006,15001.0,1,1,40001 - 60000,F,Thirties,JAPAN,Control and Valve Installers and Repairers,3
4487,FORD,RANGER,2010,10001.0,0,1,100001 - 120000,F,Fifties,UNITED STATES,Economists,3
4489,FORD,F150,2010,20001.0,0,1,40001 - 60000,F,Twenties,UNITED STATES,Postal Service Mail Carriers,3
4493,GMC,CANYON,2007,10001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,"Cooks, Restaurant",3
4495,CHEVROLET,SILVERADO 1500,2013,30001.0,0,1,120001 - 140000,F,Forties,UNITED STATES,Pharmacists,3
4498,DODGE,RAM 1500,2005,15001.0,1,0,0 - 20000,F,HundredPlus,UNITED STATES,Home Health and Personal Care Aides,3
4501,FORD,F150,2010,20001.0,0,1,140001 - 160000,F,Forties,UNITED STATES,"Airline Pilots, Copilots, and Flight Engineers",3
4510,DODGE,RAM 1500,2012,20001.0,1,1,40001 - 60000,F,Fifties,UNITED STATES,Water Transportation Workers,3
4512,DODGE,RAM 1500,2008,10001.0,0,0,?,F,Fifties,UNITED STATES,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",3
4513,HONDA,RIDGELINE,2008,15001.0,0,1,60001 - 80000,F,Fifties,JAPAN,Accountants and Auditors,3
4526,FORD,F150,2013,20001.0,0,0,?,F,Forties,UNITED STATES,Museum Technicians and Conservators,3
4528,GMC,SIERRA 1500,2008,15001.0,0,1,140001 - 160000,F,Thirties,UNITED STATES,Computer and Information Systems Managers,3
4530,NISSAN,FRONTIER,2002,10001.0,0,1,60001 - 80000,F,Fifties,JAPAN,"Compensation, Benefits, and Job Analysis Specialists",3
4540,TOYOTA,TUNDRA,2011,20001.0,0,0,?,F,Sixties,JAPAN,Food Preparation Workers,3
4542,DODGE,RAM SRT 10,2006,20001.0,1,0,?,F,Forties,UNITED STATES,"Pediatricians, General",3
4544,DODGE,RAM 3500,2007,30001.0,0,1,80001 - 100000,F,Thirties,UNITED STATES,Sociologists,3
4545,TOYOTA,TUNDRA,2011,25001.0,0,1,80001 - 100000,F,Thirties,JAPAN,"Data Scientists and Mathematical Science Occupations, All Other",3
4552,FORD,RANGER,2007,10001.0,0,1,0 - 20000,F,Seventies,UNITED STATES,"Crematory Operators and Personal Care and Service Workers, All Other",3
4568,CHEVROLET,SILVERADO 1500,2012,15001.0,0,0,?,F,Seventies,UNITED STATES,"Dentists, All Other Specialists",3
4576,FORD,F150,2009,20001.0,0,1,40001 - 60000,F,Thirties,UNITED STATES,"Life, Physical, and Social Science Technicians",3
4585,DODGE,RAM 2500,2007,30001.0,0,1,0 - 20000,F,Fifties,UNITED STATES,Bakers,3
4586,SUZUKI,EQUATOR,2011,20001.0,1,1,80001 - 100000,F,Thirties,JAPAN,"Architecture Teachers, Postsecondary",3
4589,DODGE,RAM 1500,2012,30001.0,1,0,20001 - 40000,F,Fifties,UNITED STATES,Broadcast Announcers and Radio Disc Jockeys,3
4596,DODGE,RAM 1500,2006,10001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,"Paper Goods Machine Setters, Operators, and Tenders",3
4598,HONDA,RIDGELINE,2010,20001.0,0,1,0 - 20000,F,Sixties,JAPAN,"Graders and Sorters, Agricultural Products",3
4615,GMC,CANYON,2009,15001.0,0,0,20001 - 40000,F,Fifties,UNITED STATES,"Paper Goods Machine Setters, Operators, and Tenders",3
4619,TOYOTA,TACOMA,2010,15001.0,1,1,40001 - 60000,F,Forties,JAPAN,"Educational Instruction and Library Workers, All Other",3
4638,CHEVROLET,AVALANCHE 1500,2009,25001.0,0,1,200001+,U,Forties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
4655,GMC,SIERRA 1500,2010,20001.0,1,1,0 - 20000,F,Sixties,UNITED STATES,Automotive and Watercraft Service Attendants,3
4656,NISSAN,TITAN,2010,20001.0,1,1,20001 - 40000,F,Thirties,JAPAN,Ophthalmic Laboratory Technicians,3
4665,FORD,F150,2007,15001.0,0,1,100001 - 120000,F,Thirties,UNITED STATES,Astronomers,3
