subsequent_purchases,purchase_model,purchase_make,purchase_vehicle_year,purchase_price_LB,purchase_price_UB,trade_in,vehicle_financing,customer_age,customer_income,customer_gender,customer_previous_purchase,customer_distance_to_dealer,post_purchase_satisfaction,vehicle_warranty_used,AgeBin,purchase_class,made_in,job_assign,purchase_price
1,RANGE ROVER SPORT,119,119,119,119,119,119,119,119,119,119,115,119,119,119,119,119,119,119
1,X3,118,118,118,118,118,118,118,118,118,118,107,118,118,118,118,118,118,118
1,M35,113,113,113,113,113,113,113,113,113,113,104,113,113,113,113,113,113,113
1,E-250,113,113,113,113,113,113,113,113,113,113,107,113,113,113,113,113,113,113
1,GS 350,113,113,113,113,113,113,113,113,113,113,105,113,113,113,113,113,113,113
1,QX56,111,111,111,111,111,111,111,111,111,111,106,111,111,111,111,111,111,111
1,M3,111,111,111,111,111,111,111,111,111,111,104,111,111,111,111,111,111,111
1,ENVOY,111,111,111,111,111,111,111,111,111,111,105,111,111,111,111,111,111,111
1,SEDONA,111,111,111,111,111,111,111,111,111,111,101,111,111,111,111,111,111,111
1,RDX,110,110,110,110,110,110,110,110,110,110,106,110,110,110,110,110,110,110
1,E-350,110,110,110,110,110,110,110,110,110,110,95,110,110,110,110,110,110,110
1,750,109,109,109,109,109,109,109,109,109,109,103,109,109,109,109,109,109,109
1,EXPLORER SPORT TRAC,109,109,109,109,109,109,109,109,109,109,101,109,109,109,109,109,109,109
1,Q5,107,107,107,107,107,107,107,107,107,107,96,107,107,107,107,107,107,107
1,LUCERNE,105,105,105,105,105,105,105,105,105,105,97,105,105,105,105,105,105,105
1,EOS,104,104,104,104,104,104,104,104,104,104,100,104,104,104,104,104,104,104
1,GX 470,102,102,102,102,102,102,102,102,102,102,97,102,102,102,102,102,102,102
1,GL450,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100
1,CROWN VICTORIA,98,98,98,98,98,98,98,98,98,98,91,98,98,98,98,98,98,98
1,OUTLANDER,97,97,97,97,97,97,97,97,97,97,92,97,97,97,97,97,97,97
1,SOLSTICE,97,97,97,97,97,97,97,97,97,97,90,97,97,97,97,97,97,97
1,S550,96,96,96,96,96,96,96,96,96,96,87,96,96,96,96,96,96,96
1,CAMRY HYBRID,96,96,96,96,96,96,96,96,96,96,88,96,96,96,96,96,96,96
1,C250,95,95,95,95,95,95,95,95,95,95,88,95,95,95,95,95,95,95
1,330,95,95,95,95,95,95,95,95,95,95,92,95,95,95,95,95,95,95
1,MKS,95,95,95,95,95,95,95,95,95,95,90,95,95,95,95,95,95,95
1,LEGACY,94,94,94,94,94,94,94,94,94,94,82,94,94,94,94,94,94,94
1,F350,91,91,91,91,91,91,91,91,91,91,80,91,91,91,91,91,91,91
1,MAZDA2,91,91,91,91,91,91,91,91,91,91,86,91,91,91,91,91,91,91
1,MILAN,91,91,91,91,91,91,91,91,91,91,86,91,91,91,91,91,91,91
1,GRAND VITARA,89,89,89,89,89,89,89,89,89,89,83,89,89,89,89,89,89,89
1,A5,89,89,89,89,89,89,89,89,89,89,83,89,89,89,89,89,89,89
1,DTS,89,89,89,89,89,89,89,89,89,89,81,89,89,89,89,89,89,89
1,ENDEAVOR,88,88,88,88,88,88,88,88,88,88,82,88,88,88,88,88,88,88
1,XC90,87,87,87,87,87,87,87,87,87,87,83,87,87,87,87,87,87,87
1,LS 430,87,87,87,87,87,87,87,87,87,87,85,87,87,87,87,87,87,87
1,ES 330,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
1,RAM 2500,86,86,86,86,86,86,86,86,86,86,80,86,86,86,86,86,86,86
1,AURA,84,84,84,84,84,84,84,84,84,84,77,84,84,84,84,84,84,84
1,MARINER,84,84,84,84,84,84,84,84,84,84,79,84,84,84,84,84,84,84
1,SILVERADO 2500,84,84,84,84,84,84,84,84,84,84,73,84,84,84,84,84,84,84
1,XD,83,83,83,83,83,83,83,83,83,83,80,83,83,83,83,83,83,83
1,XF,83,83,83,83,83,83,83,83,83,83,78,83,83,83,83,83,83,83
1,S40,82,82,82,82,82,82,82,82,82,82,78,82,82,82,82,82,82,82
1,CAYENNE,81,81,81,81,81,81,81,81,81,81,78,81,81,81,81,81,81,81
1,SPECTRA,81,81,81,81,81,81,81,81,81,81,74,81,81,81,81,81,81,81
1,STS,81,81,81,81,81,81,81,81,81,81,80,81,81,81,81,81,81,81
1,TOUAREG,81,81,81,81,81,81,81,81,81,81,74,81,81,81,81,81,81,81
1,GS 300,77,77,77,77,77,77,77,77,77,77,74,77,77,77,77,77,77,77
1,EXPEDITION EL,76,76,76,76,76,76,76,76,76,76,71,76,76,76,76,76,76,76
1,550,76,76,76,76,76,76,76,76,76,76,74,76,76,76,76,76,76,76
1,VELOSTER,75,75,75,75,75,75,75,75,75,75,72,75,75,75,75,75,75,75
1,911,75,75,75,75,75,75,75,75,75,75,68,75,75,75,75,75,75,75
1,M37,74,74,74,74,74,74,74,74,74,74,70,74,74,74,74,74,74,74
1,A3,74,74,74,74,74,74,74,74,74,74,69,74,74,74,74,74,74,74
1,SC 430,74,74,74,74,74,74,74,74,74,74,73,74,74,74,74,74,74,74
1,FUSION HYBRID,74,74,74,74,74,74,74,74,74,74,71,74,74,74,74,74,74,74
1,Q7,74,74,74,74,74,74,74,74,74,74,71,74,74,74,74,74,74,74
1,LESABRE,72,72,72,72,72,72,72,72,72,72,66,72,72,72,72,72,72,72
1,MKT,70,70,70,70,70,70,70,70,70,70,65,70,70,70,70,70,70,70
1,GOLF,70,70,70,70,70,70,70,70,70,70,65,70,70,70,70,70,70,70
1,A6,70,70,70,70,70,70,70,70,70,70,66,70,70,70,70,70,70,70
1,PACIFICA,68,68,68,68,68,68,68,68,68,68,60,68,68,68,68,68,68,68
1,CLK350,67,67,67,67,67,67,67,67,67,67,64,67,67,67,67,67,67,67
1,NAVIGATOR,66,66,66,66,66,66,66,66,66,66,60,66,66,66,66,66,66,66
1,REGAL,65,65,65,65,65,65,65,65,65,65,62,65,65,65,65,65,65,65
1,SKY,65,65,65,65,65,65,65,65,65,65,62,65,65,65,65,65,65,65
1,G25,64,64,64,64,64,64,64,64,64,64,60,64,64,64,64,64,64,64
1,C350,63,63,63,63,63,63,63,63,63,63,60,63,63,63,63,63,63,63
1,TIBURON,63,63,63,63,63,63,63,63,63,63,56,63,63,63,63,63,63,63
1,BOXSTER,62,62,62,62,62,62,62,62,62,62,57,62,62,62,62,62,62,62
1,S60,61,61,61,61,61,61,61,61,61,61,55,61,61,61,61,61,61,61
1,RX-8,61,61,61,61,61,61,61,61,61,61,56,61,61,61,61,61,61,61
1,IS 350,61,61,61,61,61,61,61,61,61,61,57,61,61,61,61,61,61,61
1,DART,60,60,60,60,60,60,60,60,60,60,54,60,60,60,60,60,60,60
1,LR2,59,59,59,59,59,59,59,59,59,59,55,59,59,59,59,59,59,59
1,CR-Z,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
1,CROSSFIRE,58,58,58,58,58,58,58,58,58,58,56,58,58,58,58,58,58,58
1,CAYMAN,58,58,58,58,58,58,58,58,58,58,50,58,58,58,58,58,58,58
1,OPTIMA HYBRID,58,58,58,58,58,58,58,58,58,58,55,58,58,58,58,58,58,58
1,TRIBUTE,57,57,57,57,57,57,57,57,57,57,52,57,57,57,57,57,57,57
1,XC60,57,57,57,57,57,57,57,57,57,57,53,57,57,57,57,57,57,57
1,RANGE ROVER,56,56,56,56,56,56,56,56,56,56,53,56,56,56,56,56,56,56
1,OUTLOOK,56,56,56,56,56,56,56,56,56,56,52,56,56,56,56,56,56,56
1,MOUNTAINEER,55,55,55,55,55,55,55,55,55,55,49,55,55,55,55,55,55,55
1,E550,54,54,54,54,54,54,54,54,54,54,52,54,54,54,54,54,54,54
1,AZERA,53,53,53,53,53,53,53,53,53,53,50,53,53,53,53,53,53,53
1,650,52,52,52,52,52,52,52,52,52,52,47,52,52,52,52,52,52,52
1,RAM 3500,51,51,51,51,51,51,51,51,51,51,45,51,51,51,51,51,51,51
1,135,50,50,50,50,50,50,50,50,50,50,47,50,50,50,50,50,50,50
1,C230,50,50,50,50,50,50,50,50,50,50,49,50,50,50,50,50,50,50
1,VERACRUZ,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
1,S80,49,49,49,49,49,49,49,49,49,49,44,49,49,49,49,49,49,49
1,RL,48,48,48,48,48,48,48,48,48,48,45,48,48,48,48,48,48,48
1,RABBIT,48,48,48,48,48,48,48,48,48,48,45,48,48,48,48,48,48,48
1,KIZASHI,47,47,47,47,47,47,47,47,47,47,42,47,47,47,47,47,47,47
1,VIBE,47,47,47,47,47,47,47,47,47,47,45,47,47,47,47,47,47,47
1,OUTLANDER SPORT,47,47,47,47,47,47,47,47,47,47,42,47,47,47,47,47,47,47
1,RX 400H,46,46,46,46,46,46,46,46,46,46,43,46,46,46,46,46,46,46
1,CANYON,46,46,46,46,46,46,46,46,46,46,43,46,46,46,46,46,46,46
1,ESCAPE HYBRID,45,45,45,45,45,45,45,45,45,45,42,45,45,45,45,45,45,45
1,X6,45,45,45,45,45,45,45,45,45,45,43,45,45,45,45,45,45,45
1,H2,45,45,45,45,45,45,45,45,45,45,41,45,45,45,45,45,45,45
1,SLK350,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
1,CLS550,43,43,43,43,43,43,43,43,43,43,38,43,43,43,43,43,43,43
1,HIGHLANDER HYBRID,43,43,43,43,43,43,43,43,43,43,39,43,43,43,43,43,43,43
1,S2000,42,42,42,42,42,42,42,42,42,42,34,42,42,42,42,42,42,42
1,FIVE HUNDRED,42,42,42,42,42,42,42,42,42,42,40,42,42,42,42,42,42,42
1,C70,42,42,42,42,42,42,42,42,42,42,41,42,42,42,42,42,42,42
1,GRAND PRIX,41,41,41,41,41,41,41,41,41,41,39,41,41,41,41,41,41,41
1,PANAMERA,41,41,41,41,41,41,41,41,41,41,38,41,41,41,41,41,41,41
1,MAGNUM,40,40,40,40,40,40,40,40,40,40,39,40,40,40,40,40,40,40
1,S5,40,40,40,40,40,40,40,40,40,40,34,40,40,40,40,40,40,40
1,SONATA HYBRID,40,40,40,40,40,40,40,40,40,40,35,40,40,40,40,40,40,40
1,RX 450H,40,40,40,40,40,40,40,40,40,40,34,40,40,40,40,40,40,40
1,XL-7,39,39,39,39,39,39,39,39,39,39,35,39,39,39,39,39,39,39
1,GX 460,39,39,39,39,39,39,39,39,39,39,36,39,39,39,39,39,39,39
1,G8,39,39,39,39,39,39,39,39,39,39,36,39,39,39,39,39,39,39
1,CT 200H,37,37,37,37,37,37,37,37,37,37,33,37,37,37,37,37,37,37
1,ASPEN,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
1,RONDO,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
1,CHALLENGER SRT-8,37,37,37,37,37,37,37,37,37,37,34,37,37,37,37,37,37,37
1,R350,37,37,37,37,37,37,37,37,37,37,36,37,37,37,37,37,37,37
1,TT,37,37,37,37,37,37,37,37,37,37,35,37,37,37,37,37,37,37
1,SIERRA 2500,36,36,36,36,36,36,36,36,36,36,34,36,36,36,36,36,36,36
1,CHARGER SRT-8,35,35,35,35,35,35,35,35,35,35,33,35,35,35,35,35,35,35
1,C30,34,34,34,34,34,34,34,34,34,34,31,34,34,34,34,34,34,34
1,SLK280,33,33,33,33,33,33,33,33,33,33,32,33,33,33,33,33,33,33
1,TRANSIT CONNECT,32,32,32,32,32,32,32,32,32,32,26,32,32,32,32,32,32,32
1,FORENZA,32,32,32,32,32,32,32,32,32,32,30,32,32,32,32,32,32,32
1,XA,31,31,31,31,31,31,31,31,31,31,30,31,31,31,31,31,31,31
1,LR4,30,30,30,30,30,30,30,30,30,30,29,30,30,30,30,30,30,30
1,ES 300,30,30,30,30,30,30,30,30,30,30,27,30,30,30,30,30,30,30
1,AMANTI,29,29,29,29,29,29,29,29,29,29,27,29,29,29,29,29,29,29
1,VERANO,29,29,29,29,29,29,29,29,29,29,27,29,29,29,29,29,29,29
1,RSX,29,29,29,29,29,29,29,29,29,29,26,29,29,29,29,29,29,29
1,530,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
1,GRAND CHEROKEE SRT-8,29,29,29,29,29,29,29,29,29,29,27,29,29,29,29,29,29,29
1,THUNDERBIRD,28,28,28,28,28,28,28,28,28,28,26,28,28,28,28,28,28,28
1,300 C SRT,28,28,28,28,28,28,28,28,28,28,24,28,28,28,28,28,28,28
1,TRIBECA,28,28,28,28,28,28,28,28,28,28,23,28,28,28,28,28,28,28
1,RENDEZVOUS,28,28,28,28,28,28,28,28,28,28,23,28,28,28,28,28,28,28
1,SL550,27,27,27,27,27,27,27,27,27,27,25,27,27,27,27,27,27,27
1,SABLE,27,27,27,27,27,27,27,27,27,27,24,27,27,27,27,27,27,27
1,EXPRESS 2500,27,27,27,27,27,27,27,27,27,27,22,27,27,27,27,27,27,27
1,JX35,27,27,27,27,27,27,27,27,27,27,25,27,27,27,27,27,27,27
1,BORREGO,27,27,27,27,27,27,27,27,27,27,26,27,27,27,27,27,27,27
1,E-150,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26
1,TAURUS X,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26
1,CARAVAN,26,26,26,26,26,26,26,26,26,26,24,26,26,26,26,26,26,26
1,ASTRA,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26
1,UPLANDER,26,26,26,26,26,26,26,26,26,26,22,26,26,26,26,26,26,26
1,M45,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26
1,ENVOY XL,26,26,26,26,26,26,26,26,26,26,22,26,26,26,26,26,26,26
1,FREESTYLE,25,25,25,25,25,25,25,25,25,25,22,25,25,25,25,25,25,25
1,TORRENT,25,25,25,25,25,25,25,25,25,25,22,25,25,25,25,25,25,25
1,RIO5,24,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24
1,G5,24,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24
1,ZDX,23,23,23,23,23,23,23,23,23,23,21,23,23,23,23,23,23,23
1,CENTURY,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23
1,M5,23,23,23,23,23,23,23,23,23,23,21,23,23,23,23,23,23,23
1,XJ,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
1,E320,22,22,22,22,22,22,22,22,22,22,21,22,22,22,22,22,22,22
1,SL500,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
1,TRAILBLAZER EXT,22,22,22,22,22,22,22,22,22,22,21,22,22,22,22,22,22,22
1,GTO,22,22,22,22,22,22,22,22,22,22,21,22,22,22,22,22,22,22
1,A8,22,22,22,22,22,22,22,22,22,22,21,22,22,22,22,22,22,22
1,FR-S,22,22,22,22,22,22,22,22,22,22,21,22,22,22,22,22,22,22
1,PRIUS V,21,21,21,21,21,21,21,21,21,21,19,21,21,21,21,21,21,21
1,ENTOURAGE,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
1,RANGE ROVER EVOQUE,21,21,21,21,21,21,21,21,21,21,19,21,21,21,21,21,21,21
1,IS F,20,20,20,20,20,20,20,20,20,20,18,20,20,20,20,20,20,20
1,SLK300,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20
1,525,20,20,20,20,20,20,20,20,20,20,17,20,20,20,20,20,20,20
1,PRIUS C,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1,FX37,19,19,19,19,19,19,19,19,19,19,16,19,19,19,19,19,19,19
1,GL550,19,19,19,19,19,19,19,19,19,19,18,19,19,19,19,19,19,19
1,CLK550,19,19,19,19,19,19,19,19,19,19,16,19,19,19,19,19,19,19
1,MONTE CARLO,19,19,19,19,19,19,19,19,19,19,16,19,19,19,19,19,19,19
1,B9 TRIBECA,19,19,19,19,19,19,19,19,19,19,17,19,19,19,19,19,19,19
1,I35,18,18,18,18,18,18,18,18,18,18,17,18,18,18,18,18,18,18
1,EXPRESS 1500,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1,TAHOE HYBRID,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1,STRATUS,18,18,18,18,18,18,18,18,18,18,16,18,18,18,18,18,18,18
1,LS,18,18,18,18,18,18,18,18,18,18,17,18,18,18,18,18,18,18
1,NEON,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1,ZEPHYR,18,18,18,18,18,18,18,18,18,18,16,18,18,18,18,18,18,18
1,RX 300,18,18,18,18,18,18,18,18,18,18,16,18,18,18,18,18,18,18
1,EXPRESS 3500,18,18,18,18,18,18,18,18,18,18,16,18,18,18,18,18,18,18
1,VOLT,18,18,18,18,18,18,18,18,18,18,17,18,18,18,18,18,18,18
1,MALIBU CLASSIC,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1,XK,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1,X-TYPE,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17
1,S4,17,17,17,17,17,17,17,17,17,17,14,17,17,17,17,17,17,17
1,E63 AMG,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1,CX-5,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1,C63 AMG,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1,740,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,RAIDER,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,CLS500,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,XLR,15,15,15,15,15,15,15,15,15,15,13,15,15,15,15,15,15,15
1,C-MAX,15,15,15,15,15,15,15,15,15,15,13,15,15,15,15,15,15,15
1,IS 300,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,LR3,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15
1,SPARK,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14
1,FREESTAR,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14
1,NAVIGATOR L,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14
1,IQ,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14
1,ALTIMA HYBRID,14,14,14,14,14,14,14,14,14,14,11,14,14,14,14,14,14,14
1,CAVALIER,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
1,CLK320,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
1,ML550,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14
1,SILVERADO CLASSIC,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13
1,S400,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1,LAND CRUISER,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13
1,MONTEGO,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1,VUE HYBRID,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1,GLI,13,13,13,13,13,13,13,13,13,13,11,13,13,13,13,13,13,13
1,XC70,13,13,13,13,13,13,13,13,13,13,11,13,13,13,13,13,13,13
1,GS 430,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13
1,XJ8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1,FX45,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
1,S-10,12,12,12,12,12,12,12,12,12,12,9,12,12,12,12,12,12,12
1,GRAND AM,12,12,12,12,12,12,12,12,12,12,10,12,12,12,12,12,12,12
1,RAINIER,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,CL550,12,12,12,12,12,12,12,12,12,12,10,12,12,12,12,12,12,12
1,MURANO CROSS CABRIOLET,12,12,12,12,12,12,12,12,12,12,10,12,12,12,12,12,12,12
1,MPV,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12
1,MKZ HYBRID,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12
1,G3,12,12,12,12,12,12,12,12,12,12,10,12,12,12,12,12,12,12
1,EXCURSION,12,12,12,12,12,12,12,12,12,12,9,12,12,12,12,12,12,12
1,M6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1,SILVERADO 3500,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12
1,SSR,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12
1,XTS,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12
1,EQUATOR,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1,L300,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11
1,GL350,11,11,11,11,11,11,11,11,11,11,9,11,11,11,11,11,11,11
1,PRIUS PLUG IN HYBRID,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1,RAM SRT 10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1,AVIATOR,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1,SPECTRA5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1,E500,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11
1,GS 450H,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,LX 470,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,YUKON HYBRID,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10
1,C280,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,V50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,V70,9,9,9,9,9,9,9,9,9,9,6,9,9,9,9,9,9,9
1,EQUUS,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9
1,XKR,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1,M56,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1,ATS,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1,C240,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9
1,BRZ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1,DEVILLE,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1,LX 570,9,9,9,9,9,9,9,9,9,9,7,9,9,9,9,9,9,9
1,CELICA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,S-TYPE,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8
1,AVALON HYBRID,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,A7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,645,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8
1,ML320,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8
1,MARK LT,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1,NV 2500,8,8,8,8,8,8,8,8,8,8,6,8,8,8,8,8,8,8
1,MALIBU HYBRID,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,S500,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,CLS63 AMG,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,S65 AMG,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,ML63 AMG,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,CLK500,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,PROTEGE5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,BLAZER,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7
1,RENO,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,R32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,R320,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,ASCENDER,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,X1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,SIERRA CLASSIC,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6
1,SLK55 AMG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,SLK320,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,B2300,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,B3000,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6
1,TRACKER,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,MARINER HYBRID,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6
1,GS 460,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,ACCORD HYBRID,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6
1,VERSA NOTE,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1,ESCALADE HYBRID,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6
1,SIERRA 3500,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,BAJA,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5
1,745,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,SILVERADO HYBRID,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,SUNFIRE,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5
1,E55 AMG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,FX50,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,MR2 SPYDER,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,EXPLORER SPORT,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,ENVOY XUV,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,GL320,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,SAVANA 1500,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,S430,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,L200,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,MAGNUM SRT-8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,H3T,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,ILX,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1,MARAUDER,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,MONTANA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,CL63 AMG,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1,SL600,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1,S6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,SONOMA,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1,ECHO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,MONTERO SPORT,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
